2025-05-27 05:23:02,945 INFO    Thread-10093 (_run_job):3221425 [wandb_setup.py:_flush():76] Current SDK version is 0.17.4
2025-05-27 05:23:02,946 INFO    Thread-10093 (_run_job):3221425 [wandb_setup.py:_flush():76] Configure stats pid to 3221425
2025-05-27 05:23:02,946 INFO    Thread-10093 (_run_job):3221425 [wandb_setup.py:_flush():76] Loading settings from /home/anwer/.config/wandb/settings
2025-05-27 05:23:02,946 INFO    Thread-10093 (_run_job):3221425 [wandb_setup.py:_flush():76] Loading settings from /12tb_dsk3/SEIR_model/src/wandb/settings
2025-05-27 05:23:02,946 INFO    Thread-10093 (_run_job):3221425 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'sweeps-SEIR', 'entity': 'danish2562022', 'root_dir': '/12tb_dsk3/SEIR_model/src', 'run_id': 'mwqxvzpt', 'sweep_param_path': '/12tb_dsk3/SEIR_model/src/wandb/sweep-gsjncjls/config-mwqxvzpt.yaml', 'sweep_id': 'gsjncjls'}
2025-05-27 05:23:02,946 INFO    Thread-10093 (_run_job):3221425 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2025-05-27 05:23:02,946 INFO    Thread-10093 (_run_job):3221425 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2025-05-27 05:23:02,946 INFO    Thread-10093 (_run_job):3221425 [wandb_setup.py:_flush():76] Applying login settings: {}
2025-05-27 05:23:02,946 INFO    Thread-10093 (_run_job):3221425 [wandb_init.py:_log_setup():529] Logging user logs to /12tb_dsk3/SEIR_model/src/wandb/run-20250527_052302-mwqxvzpt/logs/debug.log
2025-05-27 05:23:02,946 INFO    Thread-10093 (_run_job):3221425 [wandb_init.py:_log_setup():530] Logging internal logs to /12tb_dsk3/SEIR_model/src/wandb/run-20250527_052302-mwqxvzpt/logs/debug-internal.log
2025-05-27 05:23:02,946 INFO    Thread-10093 (_run_job):3221425 [wandb_init.py:_jupyter_setup():475] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x77c54de25610>
2025-05-27 05:23:02,946 INFO    Thread-10093 (_run_job):3221425 [wandb_init.py:init():569] calling init triggers
2025-05-27 05:23:02,946 INFO    Thread-10093 (_run_job):3221425 [wandb_init.py:init():576] wandb.init called with sweep_config: {'ah0': 1.1350391564006408, 'ah1': 2.376478782055386, 'bh0': 1.927734616945876, 'bh1': 3.147508910017315, 'c': 1.8877226900218147}
config: {}
2025-05-27 05:23:02,946 INFO    Thread-10093 (_run_job):3221425 [wandb_init.py:init():619] starting backend
2025-05-27 05:23:02,946 INFO    Thread-10093 (_run_job):3221425 [wandb_init.py:init():623] setting up manager
2025-05-27 05:23:02,947 INFO    Thread-10093 (_run_job):3221425 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-05-27 05:23:02,948 INFO    Thread-10093 (_run_job):3221425 [wandb_init.py:init():631] backend started and connected
2025-05-27 05:23:02,952 INFO    Thread-10093 (_run_job):3221425 [wandb_run.py:_config_callback():1382] config_cb None None {'ah0': 1.1350391564006408, 'ah1': 2.376478782055386, 'bh0': 1.927734616945876, 'bh1': 3.147508910017315, 'c': 1.8877226900218147}
2025-05-27 05:23:02,952 INFO    Thread-10093 (_run_job):3221425 [wandb_run.py:_label_probe_notebook():1334] probe notebook
2025-05-27 05:23:02,952 INFO    Thread-10093 (_run_job):3221425 [wandb_run.py:_label_probe_notebook():1344] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2025-05-27 05:23:02,952 INFO    Thread-10093 (_run_job):3221425 [wandb_init.py:init():720] updated telemetry
2025-05-27 05:23:02,955 INFO    Thread-10093 (_run_job):3221425 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2025-05-27 05:23:03,371 INFO    Thread-10093 (_run_job):3221425 [wandb_run.py:_on_init():2402] communicating current version
2025-05-27 05:23:03,445 INFO    Thread-10093 (_run_job):3221425 [wandb_run.py:_on_init():2411] got version response upgrade_message: "wandb version 0.19.11 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2025-05-27 05:23:03,445 INFO    Thread-10093 (_run_job):3221425 [wandb_init.py:init():804] starting run threads in backend
2025-05-27 05:23:04,157 INFO    Thread-10093 (_run_job):3221425 [wandb_run.py:_console_start():2380] atexit reg
2025-05-27 05:23:04,157 INFO    Thread-10093 (_run_job):3221425 [wandb_run.py:_redirect():2235] redirect: wrap_raw
2025-05-27 05:23:04,157 INFO    Thread-10093 (_run_job):3221425 [wandb_run.py:_redirect():2300] Wrapping output streams.
2025-05-27 05:23:04,157 INFO    Thread-10093 (_run_job):3221425 [wandb_run.py:_redirect():2325] Redirects installed.
2025-05-27 05:23:04,157 INFO    Thread-10093 (_run_job):3221425 [wandb_init.py:init():847] run started, returning control to user process
2025-05-27 05:23:04,248 INFO    Thread-10093 (_run_job):3221425 [wandb_run.py:_finish():2109] finishing run danish2562022/sweeps-SEIR/mwqxvzpt
2025-05-27 05:23:04,248 INFO    Thread-10093 (_run_job):3221425 [jupyter.py:save_history():444] not saving jupyter history
