2025-05-29 18:13:10,380 INFO    Thread-10208 (_run_job):1716408 [wandb_setup.py:_flush():76] Current SDK version is 0.17.4
2025-05-29 18:13:10,381 INFO    Thread-10208 (_run_job):1716408 [wandb_setup.py:_flush():76] Configure stats pid to 1716408
2025-05-29 18:13:10,381 INFO    Thread-10208 (_run_job):1716408 [wandb_setup.py:_flush():76] Loading settings from /home/anwer/.config/wandb/settings
2025-05-29 18:13:10,381 INFO    Thread-10208 (_run_job):1716408 [wandb_setup.py:_flush():76] Loading settings from /12tb_dsk3/SEIR_model/src/wandb/settings
2025-05-29 18:13:10,381 INFO    Thread-10208 (_run_job):1716408 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'sweeps-SEIR_Skåne_Kronoberg', 'entity': 'danish2562022', 'root_dir': '/12tb_dsk3/SEIR_model/src', 'run_id': '5lpsg5fh', 'sweep_param_path': '/12tb_dsk3/SEIR_model/src/wandb/sweep-uenjiggc/config-5lpsg5fh.yaml', 'sweep_id': 'uenjiggc'}
2025-05-29 18:13:10,381 INFO    Thread-10208 (_run_job):1716408 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2025-05-29 18:13:10,381 INFO    Thread-10208 (_run_job):1716408 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2025-05-29 18:13:10,381 INFO    Thread-10208 (_run_job):1716408 [wandb_setup.py:_flush():76] Applying login settings: {}
2025-05-29 18:13:10,381 INFO    Thread-10208 (_run_job):1716408 [wandb_init.py:_log_setup():529] Logging user logs to /12tb_dsk3/SEIR_model/src/wandb/run-20250529_181310-5lpsg5fh/logs/debug.log
2025-05-29 18:13:10,381 INFO    Thread-10208 (_run_job):1716408 [wandb_init.py:_log_setup():530] Logging internal logs to /12tb_dsk3/SEIR_model/src/wandb/run-20250529_181310-5lpsg5fh/logs/debug-internal.log
2025-05-29 18:13:10,381 INFO    Thread-10208 (_run_job):1716408 [wandb_init.py:_jupyter_setup():475] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7b663e24ab40>
2025-05-29 18:13:10,381 INFO    Thread-10208 (_run_job):1716408 [wandb_init.py:init():569] calling init triggers
2025-05-29 18:13:10,381 INFO    Thread-10208 (_run_job):1716408 [wandb_init.py:init():576] wandb.init called with sweep_config: {'ah0': 3.2900914423901666, 'ah1': 6.687086111621512, 'bh0': 6.8083997781850965, 'bh1': 10.22219157922068, 'c': 2.440047271499122}
config: {}
2025-05-29 18:13:10,381 INFO    Thread-10208 (_run_job):1716408 [wandb_init.py:init():619] starting backend
2025-05-29 18:13:10,381 INFO    Thread-10208 (_run_job):1716408 [wandb_init.py:init():623] setting up manager
2025-05-29 18:13:10,383 INFO    Thread-10208 (_run_job):1716408 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-05-29 18:13:10,384 INFO    Thread-10208 (_run_job):1716408 [wandb_init.py:init():631] backend started and connected
2025-05-29 18:13:10,388 INFO    Thread-10208 (_run_job):1716408 [wandb_run.py:_config_callback():1382] config_cb None None {'ah0': 3.2900914423901666, 'ah1': 6.687086111621512, 'bh0': 6.8083997781850965, 'bh1': 10.22219157922068, 'c': 2.440047271499122}
2025-05-29 18:13:10,389 INFO    Thread-10208 (_run_job):1716408 [wandb_run.py:_label_probe_notebook():1334] probe notebook
2025-05-29 18:13:10,389 INFO    Thread-10208 (_run_job):1716408 [wandb_run.py:_label_probe_notebook():1344] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2025-05-29 18:13:10,389 INFO    Thread-10208 (_run_job):1716408 [wandb_init.py:init():720] updated telemetry
2025-05-29 18:13:10,391 INFO    Thread-10208 (_run_job):1716408 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2025-05-29 18:13:10,791 INFO    Thread-10208 (_run_job):1716408 [wandb_run.py:_on_init():2402] communicating current version
2025-05-29 18:13:10,866 INFO    Thread-10208 (_run_job):1716408 [wandb_run.py:_on_init():2411] got version response upgrade_message: "wandb version 0.19.11 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2025-05-29 18:13:10,866 INFO    Thread-10208 (_run_job):1716408 [wandb_init.py:init():804] starting run threads in backend
2025-05-29 18:13:11,581 INFO    Thread-10208 (_run_job):1716408 [wandb_run.py:_console_start():2380] atexit reg
2025-05-29 18:13:11,581 INFO    Thread-10208 (_run_job):1716408 [wandb_run.py:_redirect():2235] redirect: wrap_raw
2025-05-29 18:13:11,581 INFO    Thread-10208 (_run_job):1716408 [wandb_run.py:_redirect():2300] Wrapping output streams.
2025-05-29 18:13:11,581 INFO    Thread-10208 (_run_job):1716408 [wandb_run.py:_redirect():2325] Redirects installed.
2025-05-29 18:13:11,581 INFO    Thread-10208 (_run_job):1716408 [wandb_init.py:init():847] run started, returning control to user process
2025-05-29 18:13:11,640 INFO    Thread-10208 (_run_job):1716408 [wandb_run.py:_finish():2109] finishing run danish2562022/sweeps-SEIR_Skåne_Kronoberg/5lpsg5fh
2025-05-29 18:13:11,640 INFO    Thread-10208 (_run_job):1716408 [jupyter.py:save_history():444] not saving jupyter history
2025-05-29 18:13:11,640 INFO    Thread-10208 (_run_job):1716408 [jupyter.py:save_ipynb():372] not saving jupyter notebook
