2025-05-29 04:44:40,404 INFO    Thread-7183 (_run_job):508855 [wandb_setup.py:_flush():76] Current SDK version is 0.17.4
2025-05-29 04:44:40,405 INFO    Thread-7183 (_run_job):508855 [wandb_setup.py:_flush():76] Configure stats pid to 508855
2025-05-29 04:44:40,405 INFO    Thread-7183 (_run_job):508855 [wandb_setup.py:_flush():76] Loading settings from /home/anwer/.config/wandb/settings
2025-05-29 04:44:40,405 INFO    Thread-7183 (_run_job):508855 [wandb_setup.py:_flush():76] Loading settings from /12tb_dsk3/SEIR_model/src/wandb/settings
2025-05-29 04:44:40,405 INFO    Thread-7183 (_run_job):508855 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'sweeps-SEIR_kalmar_bleking', 'entity': 'danish2562022', 'root_dir': '/12tb_dsk3/SEIR_model/src', 'run_id': '86688xgi', 'sweep_param_path': '/12tb_dsk3/SEIR_model/src/wandb/sweep-za0efz19/config-86688xgi.yaml', 'sweep_id': 'za0efz19'}
2025-05-29 04:44:40,405 INFO    Thread-7183 (_run_job):508855 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2025-05-29 04:44:40,405 INFO    Thread-7183 (_run_job):508855 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2025-05-29 04:44:40,405 INFO    Thread-7183 (_run_job):508855 [wandb_setup.py:_flush():76] Applying login settings: {}
2025-05-29 04:44:40,405 INFO    Thread-7183 (_run_job):508855 [wandb_init.py:_log_setup():529] Logging user logs to /12tb_dsk3/SEIR_model/src/wandb/run-20250529_044440-86688xgi/logs/debug.log
2025-05-29 04:44:40,405 INFO    Thread-7183 (_run_job):508855 [wandb_init.py:_log_setup():530] Logging internal logs to /12tb_dsk3/SEIR_model/src/wandb/run-20250529_044440-86688xgi/logs/debug-internal.log
2025-05-29 04:44:40,405 INFO    Thread-7183 (_run_job):508855 [wandb_init.py:_jupyter_setup():475] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7919ce7cc0b0>
2025-05-29 04:44:40,405 INFO    Thread-7183 (_run_job):508855 [wandb_init.py:init():569] calling init triggers
2025-05-29 04:44:40,405 INFO    Thread-7183 (_run_job):508855 [wandb_init.py:init():576] wandb.init called with sweep_config: {'ah0': 0.13249231463085598, 'ah1': 0.2173372194685419, 'bh0': 5.897194123077915, 'bh1': 7.601247369417471, 'c': 0.7991835649860493}
config: {}
2025-05-29 04:44:40,405 INFO    Thread-7183 (_run_job):508855 [wandb_init.py:init():619] starting backend
2025-05-29 04:44:40,405 INFO    Thread-7183 (_run_job):508855 [wandb_init.py:init():623] setting up manager
2025-05-29 04:44:40,406 INFO    Thread-7183 (_run_job):508855 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-05-29 04:44:40,407 INFO    Thread-7183 (_run_job):508855 [wandb_init.py:init():631] backend started and connected
2025-05-29 04:44:40,411 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_config_callback():1382] config_cb None None {'ah0': 0.13249231463085598, 'ah1': 0.2173372194685419, 'bh0': 5.897194123077915, 'bh1': 7.601247369417471, 'c': 0.7991835649860493}
2025-05-29 04:44:40,412 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_label_probe_notebook():1334] probe notebook
2025-05-29 04:44:40,412 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_label_probe_notebook():1344] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2025-05-29 04:44:40,412 INFO    Thread-7183 (_run_job):508855 [wandb_init.py:init():720] updated telemetry
2025-05-29 04:44:40,415 INFO    Thread-7183 (_run_job):508855 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2025-05-29 04:44:40,842 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_on_init():2402] communicating current version
2025-05-29 04:44:40,915 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_on_init():2411] got version response upgrade_message: "wandb version 0.19.11 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2025-05-29 04:44:40,915 INFO    Thread-7183 (_run_job):508855 [wandb_init.py:init():804] starting run threads in backend
2025-05-29 04:44:41,635 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_console_start():2380] atexit reg
2025-05-29 04:44:41,635 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_redirect():2235] redirect: wrap_raw
2025-05-29 04:44:41,635 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_redirect():2300] Wrapping output streams.
2025-05-29 04:44:41,635 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_redirect():2325] Redirects installed.
2025-05-29 04:44:41,636 INFO    Thread-7183 (_run_job):508855 [wandb_init.py:init():847] run started, returning control to user process
2025-05-29 04:44:41,678 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_finish():2109] finishing run danish2562022/sweeps-SEIR_kalmar_bleking/86688xgi
2025-05-29 04:44:41,678 INFO    Thread-7183 (_run_job):508855 [jupyter.py:save_history():444] not saving jupyter history
2025-05-29 04:44:41,678 INFO    Thread-7183 (_run_job):508855 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2025-05-29 04:44:41,678 INFO    Thread-7183 (_run_job):508855 [wandb_init.py:_jupyter_teardown():457] cleaning up jupyter logic
2025-05-29 04:44:41,678 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_atexit_cleanup():2349] got exitcode: 0
2025-05-29 04:44:41,678 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_restore():2332] restore
2025-05-29 04:44:41,678 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_restore():2338] restore done
2025-05-29 04:44:44,864 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_footer_history_summary_info():3991] rendering history
2025-05-29 04:44:44,864 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_footer_history_summary_info():4023] rendering summary
2025-05-29 04:44:44,867 INFO    Thread-7183 (_run_job):508855 [wandb_run.py:_footer_sync_info():3950] logging synced files
