2025-05-27 13:42:37,771 INFO    Thread-17204 (_run_job):3230201 [wandb_setup.py:_flush():76] Current SDK version is 0.17.4
2025-05-27 13:42:37,772 INFO    Thread-17204 (_run_job):3230201 [wandb_setup.py:_flush():76] Configure stats pid to 3230201
2025-05-27 13:42:37,772 INFO    Thread-17204 (_run_job):3230201 [wandb_setup.py:_flush():76] Loading settings from /home/anwer/.config/wandb/settings
2025-05-27 13:42:37,772 INFO    Thread-17204 (_run_job):3230201 [wandb_setup.py:_flush():76] Loading settings from /12tb_dsk3/SEIR_model/src/wandb/settings
2025-05-27 13:42:37,772 INFO    Thread-17204 (_run_job):3230201 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'sweeps-SEIR', 'entity': 'danish2562022', 'root_dir': '/12tb_dsk3/SEIR_model/src', 'run_id': 'telgw6gf', 'sweep_param_path': '/12tb_dsk3/SEIR_model/src/wandb/sweep-i7kuc4te/config-telgw6gf.yaml', 'sweep_id': 'i7kuc4te'}
2025-05-27 13:42:37,772 INFO    Thread-17204 (_run_job):3230201 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2025-05-27 13:42:37,772 INFO    Thread-17204 (_run_job):3230201 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2025-05-27 13:42:37,772 INFO    Thread-17204 (_run_job):3230201 [wandb_setup.py:_flush():76] Applying login settings: {}
2025-05-27 13:42:37,772 INFO    Thread-17204 (_run_job):3230201 [wandb_init.py:_log_setup():529] Logging user logs to /12tb_dsk3/SEIR_model/src/wandb/run-20250527_134237-telgw6gf/logs/debug.log
2025-05-27 13:42:37,772 INFO    Thread-17204 (_run_job):3230201 [wandb_init.py:_log_setup():530] Logging internal logs to /12tb_dsk3/SEIR_model/src/wandb/run-20250527_134237-telgw6gf/logs/debug-internal.log
2025-05-27 13:42:37,772 INFO    Thread-17204 (_run_job):3230201 [wandb_init.py:_jupyter_setup():475] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7f14c7362060>
2025-05-27 13:42:37,772 INFO    Thread-17204 (_run_job):3230201 [wandb_init.py:init():569] calling init triggers
